+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 37
Os8g0566 566.00 Bdi3g1971 1971.00 -1
Os8g0565 565.00 Bdi3g1973 1973.00 -1
Os8g0563 563.00 Bdi3g1974 1974.00 -1
Os8g0561 561.00 Bdi3g1977 1977.00 -1
Os8g0559 559.00 Bdi3g1978 1978.00 -1
Os8g0558 558.00 Bdi3g1980 1980.00 -1
Os8g0553 553.00 Bdi3g1982 1982.00 -1
Os8g0552 552.00 Bdi3g1983 1983.00 -1
Os8g0551 551.00 Bdi3g1986 1986.00 -1
Os8g0550 550.00 Bdi3g1987 1987.00 -1
Os8g0549 549.00 Bdi3g1991 1991.00 -1
Os8g0547 547.00 Bdi3g1992 1992.00 -1
Os8g0545 545.00 Bdi3g1996 1996.00 -1
Os8g0544 544.00 Bdi3g1997 1997.00 1
Os8g0543 543.00 Bdi3g1998 1998.00 -1
Os8g0542 542.00 Bdi3g1999 1999.00 -1
Os8g0539 539.00 Bdi3g2001 2001.00 -1
Os8g0536 536.00 Bdi3g2002 2002.00 -1
Os8g0535 535.00 Bdi3g2003 2003.00 -1
Os8g0531 531.00 Bdi3g2005 2005.00 -1
Os8g0529 529.00 Bdi3g2006 2006.00 -1
Os8g0528 528.00 Bdi3g2007 2007.00 -1
Os8g0527 527.00 Bdi3g2009 2009.00 -1
Os8g0526 526.00 Bdi3g2012 2012.00 1
Os8g0508 508.00 Bdi3g2034 2034.00 -1
Os8g0506 506.00 Bdi3g2038 2038.00 -1
Os8g0504 504.00 Bdi3g2039 2039.00 -1
Os8g0503 503.00 Bdi3g2042 2042.00 -1
Os8g0502 502.00 Bdi3g2043 2043.00 -1
Os8g0501 501.00 Bdi3g2044 2044.00 -1
Os8g0495 495.00 Bdi3g2046 2046.00 -1
Os8g0494 494.00 Bdi3g2047 2047.00 -1
Os8g0493 493.00 Bdi3g2048 2048.00 -1
Os8g0492 492.00 Bdi3g2050 2050.00 -1
Os8g0487 487.00 Bdi3g2052 2052.00 -1
Os8g0485 485.00 Bdi3g2053 2053.00 -1
Os8g0483 483.00 Bdi3g2054 2054.00 -1
Os8g0482 482.00 Bdi3g2056 2056.00 -1
Os8g0480 480.00 Bdi3g2057 2057.00 -1
Os8g0478 478.00 Bdi3g2064 2064.00 -1
Os8g0476 476.00 Bdi3g2065 2065.00 -1
Os8g0456 456.00 Bdi3g2075 2075.00 1
Os8g0444 444.00 Bdi3g2086 2086.00 -1
Os8g0443 443.00 Bdi3g2087 2087.00 -1
Os8g0442 442.00 Bdi3g2088 2088.00 -1
Os8g0441 441.00 Bdi3g2089 2089.00 -1
Os8g0440 440.00 Bdi3g2090 2090.00 -1
Os8g0439 439.00 Bdi3g2092 2092.00 -1
Os8g0438 438.00 Bdi3g2095 2095.00 -1
Os8g0437 437.00 Bdi3g2096 2096.00 -1
Os8g0436 436.00 Bdi3g2097 2097.00 -1
Os8g0433 433.00 Bdi3g2098 2098.00 -1
Os8g0432 432.00 Bdi3g2099 2099.00 -1
Os8g0431 431.00 Bdi3g2100 2100.00 -1
Os8g0430 430.00 Bdi3g2101 2101.00 -1
Os8g0429 429.00 Bdi3g2102 2102.00 -1
Os8g0428 428.00 Bdi3g2105 2105.00 -1
Os8g0423 423.00 Bdi3g2106 2106.00 -1
Os8g0422 422.00 Bdi3g2107 2107.00 -1
Os8g0421 421.00 Bdi3g2109 2109.00 -1
Os8g0419 419.00 Bdi3g2111 2111.00 -1
Os8g0418 418.00 Bdi3g2112 2112.00 -1
Os8g0416 416.00 Bdi3g2113 2113.00 -1
Os8g0413 413.00 Bdi3g2114 2114.00 -1
Os8g0412 412.00 Bdi3g2115 2115.00 -1
Os8g0411 411.00 Bdi3g2118 2118.00 -1
Os8g0408 408.00 Bdi3g2119 2119.00 -1
Os8g0406 406.00 Bdi3g2120 2120.00 -1
Os8g0404 404.00 Bdi3g2123 2123.00 -1
Os8g0403 403.00 Bdi3g2124 2124.00 -1
Os8g0402 402.00 Bdi3g2125 2125.00 -1
Os8g0401 401.00 Bdi3g2128 2128.00 -1
Os8g0400 400.00 Bdi3g2129 2129.00 -1
Os8g0399 399.00 Bdi3g2130 2130.00 -1
Os8g0398 398.00 Bdi3g2131 2131.00 -1
Os8g0397 397.00 Bdi3g2133 2133.00 -1
Os8g0396 396.00 Bdi3g2139 2139.00 -1
Os8g0395 395.00 Bdi3g2140 2140.00 -1
Os8g0394 394.00 Bdi3g2141 2141.00 -1
Os8g0388 388.00 Bdi3g2147 2147.00 -1
Os8g0386 386.00 Bdi3g2148 2148.00 -1
Os8g0385 385.00 Bdi3g2149 2149.00 -1
Os8g0384 384.00 Bdi3g2172 2172.00 -1
Os8g0382 382.00 Bdi3g2175 2175.00 -1
Os8g0381 381.00 Bdi3g2176 2176.00 -1
Os8g0380 380.00 Bdi3g2177 2177.00 -1
Os8g0378 378.00 Bdi3g2178 2178.00 -1
Os8g0376 376.00 Bdi3g2179 2179.00 1
Os8g0375 375.00 Bdi3g2180 2180.00 1
Os8g0373 373.00 Bdi3g2184 2184.00 -1
Os8g0371 371.00 Bdi3g2185 2185.00 -1
Os8g0369 369.00 Bdi3g2186 2186.00 -1
Os8g0368 368.00 Bdi3g2188 2188.00 -1
Os8g0367 367.00 Bdi3g2189 2189.00 -1
Os8g0366 366.00 Bdi3g2194 2194.00 -1
Os8g0364 364.00 Bdi3g2195 2195.00 -1
Os8g0362 362.00 Bdi3g2196 2196.00 1
Os8g0360 360.00 Bdi3g2199 2199.00 -1
Os8g0359 359.00 Bdi3g2200 2200.00 -1
Os8g0358 358.00 Bdi3g2201 2201.00 -1
Os8g0357 357.00 Bdi3g2202 2202.00 -1
Os8g0356 356.00 Bdi3g2203 2203.00 -1
Os8g0355 355.00 Bdi3g2204 2204.00 -1
Os8g0354 354.00 Bdi3g2207 2207.00 -1
Os8g0353 353.00 Bdi3g2208 2208.00 -1
Os8g0352 352.00 Bdi3g2252 2252.00 -1
Os8g0351 351.00 Bdi3g2254 2254.00 -1
Os8g0348 348.00 Bdi3g2257 2257.00 -1
Os8g0339 339.00 Bdi3g2269 2269.00 1
Os8g0291 291.00 Bdi3g2271 2271.00 -1
>LOCALE p-value : 0.00

the 5th path length 35
Os8g1766 1766.00 Bdi3g4322 4322.00 -1
Os8g1763 1763.00 Bdi3g4323 4323.00 -1
Os8g1751 1751.00 Bdi3g4327 4327.00 -1
Os8g1750 1750.00 Bdi3g4328 4328.00 -1
Os8g1746 1746.00 Bdi3g4329 4329.00 -1
Os8g1745 1745.00 Bdi3g4331 4331.00 -1
Os8g1744 1744.00 Bdi3g4332 4332.00 -1
Os8g1742 1742.00 Bdi3g4334 4334.00 -1
Os8g1741 1741.00 Bdi3g4335 4335.00 -1
Os8g1740 1740.00 Bdi3g4336 4336.00 -1
Os8g1734 1734.00 Bdi3g4338 4338.00 -1
Os8g1732 1732.00 Bdi3g4340 4340.00 -1
Os8g1731 1731.00 Bdi3g4342 4342.00 -1
Os8g1730 1730.00 Bdi3g4344 4344.00 -1
Os8g1729 1729.00 Bdi3g4345 4345.00 -1
Os8g1728 1728.00 Bdi3g4346 4346.00 -1
Os8g1724 1724.00 Bdi3g4347 4347.00 -1
Os8g1716 1716.00 Bdi3g4350 4350.00 -1
Os8g1714 1714.00 Bdi3g4355 4355.00 -1
Os8g1713 1713.00 Bdi3g4356 4356.00 -1
Os8g1712 1712.00 Bdi3g4357 4357.00 -1
Os8g1710 1710.00 Bdi3g4361 4361.00 -1
Os8g1709 1709.00 Bdi3g4364 4364.00 -1
Os8g1708 1708.00 Bdi3g4367 4367.00 -1
Os8g1702 1702.00 Bdi3g4369 4369.00 -1
Os8g1701 1701.00 Bdi3g4370 4370.00 -1
Os8g1695 1695.00 Bdi3g4371 4371.00 -1
Os8g1693 1693.00 Bdi3g4372 4372.00 -1
Os8g1692 1692.00 Bdi3g4373 4373.00 -1
Os8g1690 1690.00 Bdi3g4375 4375.00 -1
Os8g1680 1680.00 Bdi3g4379 4379.00 -1
Os8g1677 1677.00 Bdi3g4380 4380.00 -1
Os8g1676 1676.00 Bdi3g4381 4381.00 -1
Os8g1675 1675.00 Bdi3g4383 4383.00 -1
Os8g1625 1625.00 Bdi3g4385 4385.00 1
>LOCALE p-value : 0.00

the 6th path length 33
>LOCALE p-value : 0.00
overlap with block 0+1th

the 7th path length 29
Os8g2956 2956.00 Bdi3g1575 1575.00 1
Os8g2957 2957.00 Bdi3g1576 1576.00 1
Os8g2958 2958.00 Bdi3g1579 1579.00 1
Os8g2959 2959.00 Bdi3g1580 1580.00 1
Os8g2960 2960.00 Bdi3g1581 1581.00 1
Os8g2961 2961.00 Bdi3g1582 1582.00 1
Os8g2965 2965.00 Bdi3g1583 1583.00 1
Os8g2966 2966.00 Bdi3g1584 1584.00 1
Os8g2967 2967.00 Bdi3g1585 1585.00 1
Os8g2968 2968.00 Bdi3g1586 1586.00 1
Os8g2969 2969.00 Bdi3g1587 1587.00 1
Os8g2972 2972.00 Bdi3g1593 1593.00 1
Os8g2973 2973.00 Bdi3g1595 1595.00 1
Os8g2974 2974.00 Bdi3g1596 1596.00 1
Os8g2975 2975.00 Bdi3g1597 1597.00 1
Os8g2977 2977.00 Bdi3g1598 1598.00 1
Os8g2979 2979.00 Bdi3g1599 1599.00 1
Os8g2982 2982.00 Bdi3g1601 1601.00 -1
Os8g2984 2984.00 Bdi3g1606 1606.00 1
Os8g2985 2985.00 Bdi3g1607 1607.00 1
Os8g2986 2986.00 Bdi3g1608 1608.00 1
Os8g2987 2987.00 Bdi3g1609 1609.00 1
Os8g2988 2988.00 Bdi3g1610 1610.00 1
Os8g2989 2989.00 Bdi3g1611 1611.00 1
Os8g2990 2990.00 Bdi3g1614 1614.00 1
Os8g2991 2991.00 Bdi3g1615 1615.00 1
Os8g2992 2992.00 Bdi3g1616 1616.00 1
Os8g2993 2993.00 Bdi3g1617 1617.00 1
Os8g2995 2995.00 Bdi3g1619 1619.00 -1
>LOCALE p-value : 0.00

the 8th path length 29
>LOCALE p-value : 0.00
overlap with block 0+1th

the 9th path length 23
>LOCALE p-value : 0.00
overlap with block 0+1th

the 10th path length 18
>LOCALE p-value : 0.00
overlap with block 0+1th

the 11th path length 17
Os8g1504 1504.00 Bdi3g2897 2897.00 -1
Os8g1503 1503.00 Bdi3g2898 2898.00 -1
Os8g1500 1500.00 Bdi3g2901 2901.00 -1
Os8g1499 1499.00 Bdi3g2903 2903.00 -1
Os8g1498 1498.00 Bdi3g2906 2906.00 -1
Os8g1497 1497.00 Bdi3g2907 2907.00 -1
Os8g1489 1489.00 Bdi3g2910 2910.00 -1
Os8g1485 1485.00 Bdi3g2912 2912.00 -1
Os8g1479 1479.00 Bdi3g2913 2913.00 -1
Os8g1475 1475.00 Bdi3g2914 2914.00 -1
Os8g1464 1464.00 Bdi3g2918 2918.00 -1
Os8g1462 1462.00 Bdi3g2920 2920.00 -1
Os8g1461 1461.00 Bdi3g2922 2922.00 -1
Os8g1455 1455.00 Bdi3g2923 2923.00 -1
Os8g1453 1453.00 Bdi3g2924 2924.00 -1
Os8g1440 1440.00 Bdi3g2949 2949.00 -1
Os8g1393 1393.00 Bdi3g2958 2958.00 1
>LOCALE p-value : 0.00

the 12th path length 16
>LOCALE p-value : 0.00
overlap with block 0+1th

the 13th path length 16
>LOCALE p-value : 0.00
overlap with block 0+1th

the 14th path length 16
>LOCALE p-value : 0.00
overlap with block 0+1th

the 15th path length 13
Os8g2152 2152.00 Bdi3g7251 7251.00 -1
Os8g2191 2191.00 Bdi3g7260 7260.00 -1
Os8g2232 2232.00 Bdi3g7282 7282.00 1
Os8g2259 2259.00 Bdi3g7321 7321.00 -1
Os8g2265 2265.00 Bdi3g7341 7341.00 1
Os8g2281 2281.00 Bdi3g7354 7354.00 -1
Os8g2283 2283.00 Bdi3g7359 7359.00 1
Os8g2293 2293.00 Bdi3g7364 7364.00 1
Os8g2294 2294.00 Bdi3g7365 7365.00 1
Os8g2331 2331.00 Bdi3g7404 7404.00 1
Os8g2363 2363.00 Bdi3g7409 7409.00 -1
Os8g2371 2371.00 Bdi3g7425 7425.00 -1
Os8g2381 2381.00 Bdi3g7437 7437.00 -1
>LOCALE p-value : 0.00

the 16th path length 10
>LOCALE p-value : 0.00
overlap with block 0+1th

the 17th path length 10
Os8g2345 2345.00 Bdi3g7137 7137.00 1
Os8g2385 2385.00 Bdi3g7151 7151.00 1
Os8g2387 2387.00 Bdi3g7152 7152.00 1
Os8g2401 2401.00 Bdi3g7156 7156.00 1
Os8g2402 2402.00 Bdi3g7161 7161.00 1
Os8g2407 2407.00 Bdi3g7162 7162.00 1
Os8g2454 2454.00 Bdi3g7188 7188.00 1
Os8g2457 2457.00 Bdi3g7189 7189.00 1
Os8g2460 2460.00 Bdi3g7191 7191.00 1
Os8g2468 2468.00 Bdi3g7195 7195.00 1
>LOCALE p-value : 0.00

the 18th path length 10
Os8g1386 1386.00 Bdi3g2688 2688.00 -1
Os8g1385 1385.00 Bdi3g2689 2689.00 -1
Os8g1382 1382.00 Bdi3g2691 2691.00 -1
Os8g1381 1381.00 Bdi3g2692 2692.00 -1
Os8g1377 1377.00 Bdi3g2697 2697.00 -1
Os8g1367 1367.00 Bdi3g2699 2699.00 1
Os8g1365 1365.00 Bdi3g2701 2701.00 -1
Os8g1363 1363.00 Bdi3g2702 2702.00 -1
Os8g1347 1347.00 Bdi3g2708 2708.00 1
Os8g1297 1297.00 Bdi3g2709 2709.00 1
>LOCALE p-value : 0.00

the 19th path length 9
>LOCALE p-value : 0.00
overlap with block 1+1th

the 20th path length 9
>LOCALE p-value : 0.00
overlap with block 3+1th

the 21th path length 9
>LOCALE p-value : 0.00
overlap with block 3+1th

the 22th path length 8
Os8g2091 2091.00 Bdi3g5916 5916.00 1
Os8g2049 2049.00 Bdi3g5923 5923.00 -1
Os8g2032 2032.00 Bdi3g5931 5931.00 -1
Os8g2031 2031.00 Bdi3g5932 5932.00 -1
Os8g2030 2030.00 Bdi3g5935 5935.00 -1
Os8g2019 2019.00 Bdi3g5936 5936.00 -1
Os8g2008 2008.00 Bdi3g5942 5942.00 -1
Os8g1958 1958.00 Bdi3g5948 5948.00 -1
>LOCALE p-value : 0.00

the 23th path length 8
>LOCALE p-value : 0.00
overlap with block 4+1th

the 24th path length 7
Os8g0214 214.00 Bdi3g2364 2364.00 -1
Os8g0212 212.00 Bdi3g2367 2367.00 -1
Os8g0211 211.00 Bdi3g2382 2382.00 1
Os8g0210 210.00 Bdi3g2383 2383.00 1
Os8g0209 209.00 Bdi3g2384 2384.00 1
Os8g0208 208.00 Bdi3g2389 2389.00 -1
Os8g0158 158.00 Bdi3g2390 2390.00 1
>LOCALE p-value : 0.00

the 25th path length 7
>LOCALE p-value : 0.00
overlap with block 3+1th

the 26th path length 6
Os8g2120 2120.00 Bdi3g6799 6799.00 1
Os8g2106 2106.00 Bdi3g6816 6816.00 1
Os8g2103 2103.00 Bdi3g6817 6817.00 -1
Os8g2086 2086.00 Bdi3g6838 6838.00 -1
Os8g2072 2072.00 Bdi3g6854 6854.00 -1
Os8g2022 2022.00 Bdi3g6857 6857.00 -1
>LOCALE p-value : 0.00

the 27th path length 6
Os8g0539 539.00 Bdi3g5912 5912.00 -1
Os8g0529 529.00 Bdi3g5916 5916.00 -1
Os8g0492 492.00 Bdi3g5927 5927.00 -1
Os8g0486 486.00 Bdi3g5928 5928.00 1
Os8g0485 485.00 Bdi3g5929 5929.00 1
Os8g0436 436.00 Bdi3g5931 5931.00 1
>LOCALE p-value : 0.00

the 28th path length 6
Os8g0438 438.00 Bdi3g3700 3700.00 -1
Os8g0395 395.00 Bdi3g3748 3748.00 1
Os8g0365 365.00 Bdi3g3768 3768.00 -1
Os8g0364 364.00 Bdi3g3769 3769.00 -1
Os8g0362 362.00 Bdi3g3771 3771.00 1
Os8g0312 312.00 Bdi3g3791 3791.00 1
>LOCALE p-value : 0.00

the 29th path length 6
>LOCALE p-value : 0.00
overlap with block 2+1th

the 30th path length 6
>LOCALE p-value : 0.43
overlap with block 11+1th

the 31th path length 6
Os8g0991 991.00 Bdi3g3287 3287.00 -1
Os8g0998 998.00 Bdi3g3292 3292.00 1
Os8g0999 999.00 Bdi3g3294 3294.00 1
Os8g1000 1000.00 Bdi3g3295 3295.00 1
Os8g1002 1002.00 Bdi3g3298 3298.00 1
Os8g1003 1003.00 Bdi3g3299 3299.00 1
>LOCALE p-value : 0.00

the 32th path length 6
Os8g1147 1147.00 Bdi3g0771 771.00 1
Os8g1195 1195.00 Bdi3g0788 788.00 1
Os8g1238 1238.00 Bdi3g0791 791.00 1
Os8g1281 1281.00 Bdi3g0798 798.00 1
Os8g1329 1329.00 Bdi3g0801 801.00 1
Os8g1345 1345.00 Bdi3g0816 816.00 -1
>LOCALE p-value : 0.00

the 33th path length 6
Os8g2651 2651.00 Bdi3g5472 5472.00 1
Os8g2662 2662.00 Bdi3g5494 5494.00 -1
Os8g2672 2672.00 Bdi3g5533 5533.00 1
Os8g2703 2703.00 Bdi3g5539 5539.00 1
Os8g2743 2743.00 Bdi3g5579 5579.00 1
Os8g2747 2747.00 Bdi3g5585 5585.00 1
>LOCALE p-value : 0.00

the 34th path length 6
>LOCALE p-value : 0.00
overlap with block 0+1th

the 35th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 36th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 37th path length 5
Os8g1886 1886.00 Bdi3g7434 7434.00 1
Os8g1870 1870.00 Bdi3g7459 7459.00 -1
Os8g1865 1865.00 Bdi3g7461 7461.00 -1
Os8g1833 1833.00 Bdi3g7473 7473.00 -1
Os8g1789 1789.00 Bdi3g7500 7500.00 -1
>LOCALE p-value : 0.00

the 38th path length 5
>LOCALE p-value : 0.00
overlap with block 1+1th

the 39th path length 5
Os8g2053 2053.00 Bdi3g7509 7509.00 -1
Os8g2038 2038.00 Bdi3g7516 7516.00 1
Os8g2014 2014.00 Bdi3g7559 7559.00 1
Os8g1969 1969.00 Bdi3g7561 7561.00 1
Os8g1939 1939.00 Bdi3g7563 7563.00 -1
>LOCALE p-value : 0.00

the 40th path length 5
Os8g2552 2552.00 Bdi3g0902 902.00 -1
Os8g2538 2538.00 Bdi3g0905 905.00 -1
Os8g2537 2537.00 Bdi3g0907 907.00 1
Os8g2511 2511.00 Bdi3g0912 912.00 -1
Os8g2461 2461.00 Bdi3g0915 915.00 -1
>LOCALE p-value : 0.00

the 41th path length 5
Os8g2577 2577.00 Bdi3g6739 6739.00 -1
Os8g2568 2568.00 Bdi3g6746 6746.00 -1
Os8g2556 2556.00 Bdi3g6758 6758.00 -1
Os8g2516 2516.00 Bdi3g6774 6774.00 1
Os8g2466 2466.00 Bdi3g6784 6784.00 -1
>LOCALE p-value : 0.00

the 42th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 43th path length 5
Os8g2967 2967.00 Bdi3g7070 7070.00 1
Os8g2966 2966.00 Bdi3g7073 7073.00 -1
Os8g2965 2965.00 Bdi3g7074 7074.00 -1
Os8g2962 2962.00 Bdi3g7081 7081.00 -1
Os8g2913 2913.00 Bdi3g7082 7082.00 1
>LOCALE p-value : 0.00

the 44th path length 5
Os8g1003 1003.00 Bdi3g3299 3299.00 1
Os8g1001 1001.00 Bdi3g3305 3305.00 -1
Os8g0992 992.00 Bdi3g3311 3311.00 -1
Os8g0991 991.00 Bdi3g3313 3313.00 -1
Os8g0941 941.00 Bdi3g3332 3332.00 1
>LOCALE p-value : 0.00

the 45th path length 5
Os8g0530 530.00 Bdi3g4313 4313.00 1
Os8g0480 480.00 Bdi3g4360 4360.00 1
Os8g0432 432.00 Bdi3g4380 4380.00 -1
Os8g0405 405.00 Bdi3g4385 4385.00 1
Os8g0355 355.00 Bdi3g4389 4389.00 -1
>LOCALE p-value : 0.00

the 46th path length 5
Os8g0288 288.00 Bdi3g1182 1182.00 -1
Os8g0279 279.00 Bdi3g1214 1214.00 -1
Os8g0278 278.00 Bdi3g1215 1215.00 -1
Os8g0276 276.00 Bdi3g1216 1216.00 -1
Os8g0226 226.00 Bdi3g1217 1217.00 1
>LOCALE p-value : 0.00

the 47th path length 5
Os8g0044 44.00 Bdi3g4531 4531.00 1
Os8g0043 43.00 Bdi3g4532 4532.00 1
Os8g0041 41.00 Bdi3g4534 4534.00 1
Os8g0035 35.00 Bdi3g4539 4539.00 -1
Os8g0002 2.00 Bdi3g4540 4540.00 1
>LOCALE p-value : 0.00

the 48th path length 5
>LOCALE p-value : 0.00
overlap with block 2+1th

the 49th path length 5
Os8g1347 1347.00 Bdi3g4909 4909.00 -1
Os8g1357 1357.00 Bdi3g4916 4916.00 1
Os8g1385 1385.00 Bdi3g4931 4931.00 1
Os8g1409 1409.00 Bdi3g4956 4956.00 1
Os8g1448 1448.00 Bdi3g4988 4988.00 -1
>LOCALE p-value : 0.00

the 50th path length 5
>LOCALE p-value : 0.07
overlap with block 0+1th

the 51th path length 4
Os8g2553 2553.00 Bdi3g0416 416.00 1
Os8g2576 2576.00 Bdi3g0426 426.00 -1
Os8g2598 2598.00 Bdi3g0469 469.00 -1
Os8g2617 2617.00 Bdi3g0471 471.00 1
>LOCALE p-value : 0.01

the 52th path length 4
Os8g2005 2005.00 Bdi3g0863 863.00 -1
Os8g2038 2038.00 Bdi3g0867 867.00 -1
Os8g2050 2050.00 Bdi3g0912 912.00 -1
Os8g2067 2067.00 Bdi3g0951 951.00 1
>LOCALE p-value : 0.00

the 53th path length 4
>LOCALE p-value : 0.47
overlap with block 3+1th

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 9
Os8g2656 2656.00 Bdi2g7206 7206.00 -1
Os8g2662 2662.00 Bdi2g7207 7207.00 -1
Os8g2674 2674.00 Bdi2g7231 7231.00 1
Os8g2693 2693.00 Bdi2g7244 7244.00 1
Os8g2695 2695.00 Bdi2g7247 7247.00 1
Os8g2701 2701.00 Bdi2g7258 7258.00 1
Os8g2703 2703.00 Bdi2g7264 7264.00 1
Os8g2715 2715.00 Bdi2g7275 7275.00 1
Os8g2745 2745.00 Bdi2g7304 7304.00 1
>LOCALE p-value : 0.00

the 2th path length 7
Os8g0428 428.00 Bdi2g5731 5731.00 -1
Os8g0402 402.00 Bdi2g5764 5764.00 -1
Os8g0373 373.00 Bdi2g5789 5789.00 -1
Os8g0371 371.00 Bdi2g5796 5796.00 1
Os8g0356 356.00 Bdi2g5817 5817.00 1
Os8g0314 314.00 Bdi2g5861 5861.00 1
Os8g0264 264.00 Bdi2g5872 5872.00 -1
>LOCALE p-value : 0.00

the 3th path length 5
Os8g2960 2960.00 Bdi2g6764 6764.00 -1
Os8g2959 2959.00 Bdi2g6765 6765.00 -1
Os8g2958 2958.00 Bdi2g6800 6800.00 1
Os8g2922 2922.00 Bdi2g6807 6807.00 1
Os8g2876 2876.00 Bdi2g6808 6808.00 -1
>LOCALE p-value : 0.00

the 4th path length 5
Os8g2492 2492.00 Bdi2g4656 4656.00 -1
Os8g2489 2489.00 Bdi2g4659 4659.00 -1
Os8g2485 2485.00 Bdi2g4662 4662.00 -1
Os8g2474 2474.00 Bdi2g4685 4685.00 1
Os8g2425 2425.00 Bdi2g4699 4699.00 -1
>LOCALE p-value : 0.00

the 5th path length 5
Os8g2445 2445.00 Bdi2g0568 568.00 -1
Os8g2433 2433.00 Bdi2g0571 571.00 1
Os8g2397 2397.00 Bdi2g0621 621.00 -1
Os8g2392 2392.00 Bdi2g0629 629.00 1
Os8g2349 2349.00 Bdi2g0641 641.00 -1
>LOCALE p-value : 0.00

the 6th path length 5
Os8g2053 2053.00 Bdi2g7018 7018.00 1
Os8g2049 2049.00 Bdi2g7054 7054.00 -1
Os8g2035 2035.00 Bdi2g7068 7068.00 -1
Os8g2014 2014.00 Bdi2g7072 7072.00 -1
Os8g1964 1964.00 Bdi2g7073 7073.00 -1
>LOCALE p-value : 0.00

the 7th path length 5
Os8g0254 254.00 Bdi2g4772 4772.00 -1
Os8g0249 249.00 Bdi2g4775 4775.00 -1
Os8g0242 242.00 Bdi2g4796 4796.00 -1
Os8g0206 206.00 Bdi2g4833 4833.00 1
Os8g0161 161.00 Bdi2g4834 4834.00 -1
>LOCALE p-value : 0.00

the 8th path length 5
Os8g0123 123.00 Bdi2g3186 3186.00 -1
Os8g0103 103.00 Bdi2g3230 3230.00 -1
Os8g0098 98.00 Bdi2g3239 3239.00 -1
Os8g0096 96.00 Bdi2g3245 3245.00 1
Os8g0046 46.00 Bdi2g3254 3254.00 1
>LOCALE p-value : 0.00

the 9th path length 5
Os8g0079 79.00 Bdi2g6927 6927.00 1
Os8g0056 56.00 Bdi2g6970 6970.00 1
Os8g0049 49.00 Bdi2g6976 6976.00 -1
Os8g0038 38.00 Bdi2g6984 6984.00 -1
Os8g0007 7.00 Bdi2g6996 6996.00 1
>LOCALE p-value : 0.00

the 10th path length 5
Os8g2210 2210.00 Bdi2g0731 731.00 1
Os8g2251 2251.00 Bdi2g0777 777.00 1
Os8g2290 2290.00 Bdi2g0788 788.00 -1
Os8g2291 2291.00 Bdi2g0833 833.00 -1
Os8g2329 2329.00 Bdi2g0852 852.00 -1
>LOCALE p-value : 0.00

the 11th path length 5
>LOCALE p-value : 0.02
overlap with block 6+1th

the 12th path length 4
Os8g2803 2803.00 Bdi2g7511 7511.00 1
Os8g2804 2804.00 Bdi2g7512 7512.00 1
Os8g2839 2839.00 Bdi2g7542 7542.00 1
Os8g2866 2866.00 Bdi2g7584 7584.00 1
>LOCALE p-value : 0.01

the 13th path length 4
Os8g2833 2833.00 Bdi2g3121 3121.00 -1
Os8g2852 2852.00 Bdi2g3171 3171.00 -1
Os8g2854 2854.00 Bdi2g3182 3182.00 1
Os8g2866 2866.00 Bdi2g3211 3211.00 1
>LOCALE p-value : 0.02

the 14th path length 4
Os8g0325 325.00 Bdi2g2325 2325.00 -1
Os8g0327 327.00 Bdi2g2334 2334.00 -1
Os8g0344 344.00 Bdi2g2339 2339.00 1
Os8g0356 356.00 Bdi2g2342 2342.00 -1
>LOCALE p-value : 0.10

the 15th path length 4
Os8g0048 48.00 Bdi2g1349 1349.00 1
Os8g0092 92.00 Bdi2g1353 1353.00 -1
Os8g0110 110.00 Bdi2g1371 1371.00 -1
Os8g0128 128.00 Bdi2g1420 1420.00 -1
>LOCALE p-value : 0.03

the 16th path length 4
>LOCALE p-value : 0.00
overlap with block 8+1th

the 17th path length 4
Os8g0013 13.00 Bdi2g0970 970.00 1
Os8g0044 44.00 Bdi2g0988 988.00 1
Os8g0045 45.00 Bdi2g0990 990.00 1
Os8g0065 65.00 Bdi2g1003 1003.00 1
>LOCALE p-value : 0.00

the 18th path length 4
Os8g0017 17.00 Bdi2g3115 3115.00 1
Os8g0026 26.00 Bdi2g3134 3134.00 1
Os8g0027 27.00 Bdi2g3146 3146.00 1
Os8g0031 31.00 Bdi2g3158 3158.00 1
>LOCALE p-value : 0.04

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 24
Os8g0650 650.00 Bdi5g2701 2701.00 -1
Os8g0641 641.00 Bdi5g2716 2716.00 -1
Os8g0640 640.00 Bdi5g2718 2718.00 -1
Os8g0634 634.00 Bdi5g2720 2720.00 -1
Os8g0630 630.00 Bdi5g2734 2734.00 -1
Os8g0605 605.00 Bdi5g2763 2763.00 -1
Os8g0569 569.00 Bdi5g2780 2780.00 -1
Os8g0563 563.00 Bdi5g2801 2801.00 -1
Os8g0561 561.00 Bdi5g2802 2802.00 -1
Os8g0558 558.00 Bdi5g2827 2827.00 -1
Os8g0551 551.00 Bdi5g2838 2838.00 -1
